x y
1200.429512037982 1280.6159071937745
500.2975659812741 297.69846039258414
795.8257593295702 793.4536320914
904.8672316651641 405.38719324327246
1290.4928300420518 98.85602805436523
1317.0597127739868 94.84543520886082
507.54319626752346 299.4639776101296
509.2176100433177 300.5053236171565
396.2481368148233 890.8777781951758
1210.5325038797932 1293.2740544344385
1483.301049454629 697.5198932160637
391.45537245773176 895.2902535179031
1501.9105557152002 690.1488395395019
1406.5440198761146 177.83232286532396
1221.1869844141993 1305.761437122315
495.14486386596286 312.69048107293617
291.59650970826755 1185.8701513871526
1494.0534229418563 705.2129235367664
1279.7796312678875 103.45814096249967
1294.8477749489198 90.49970137887291
1402.6099070274206 206.6024933463584
715.4377627703558 1419.0758917573048
897.3972185821261 406.4815819376396
1495.9249622947882 701.3562691558676
781.3064039604025 796.8440952324587
905.9149187171922 415.0037966864487
497.10239761169686 302.7112812740081
304.3396930772096 1201.4814483348
775.6205373164042 794.7724184497537
1202.326067860334 1303.472753345862
1406.6707855456127 195.88944330403228
711.978996343604 1384.7641791762785
708.2799171247578 1409.971976860577
295.11262094881613 1210.2236230990236
1495.0847689616726 717.0969950799513
1201.5731626574736 1312.2603092249894
1201.389289821154 1311.387947115801
498.3611050595979 302.3152810412728
1497.5204425380566 702.4261059896186
1094.1572345439922 1025.4565325848548
1109.331830195951 992.1941195617253
1400.46523371072 190.16878358779402
1191.5576584042378 1307.5201964042906
698.1958802452936 1403.8144544713298
390.3557853756821 904.5996908165537
909.8673962464178 391.5560556232443
395.39104886753734 909.6545568196974
1114.9375769424475 994.123819974019
1091.4734220441483 995.3972800431433
1100.3785568803487 989.9238016408225
291.0038921429901 1203.6876361290506
1297.5236837717869 96.84091398704712
296.93507562344047 1204.831288208307
387.72422894638873 900.0431141413595
415.5584660564035 906.6013211857277
317.14320677829295 1200.6183360399596
1397.4355790716575 204.61206057276664
803.0280483694479 780.061271723131
1398.4182797154697 192.82887869884752
1316.282201725638 95.88734333274881
679.8598555307386 1409.011249096291
499.18987527645135 309.820306500675
300.5236143079088 1191.4702243333431
804.7262784247605 795.9139445887014
1416.1750392369013 200.1650902699763
1400.3847107939355 190.51990732013402
1484.6765752364538 690.427632484735
693.4016121434606 1401.3510529046982
1287.8823492562594 95.92605507051485
1099.775876482663 1004.5584618809696
898.4981326550816 392.0985979301883
399.52674881304796 899.8638769855012
815.6478421988245 800.9620841956656
1210.46573216698 1300.6814472083379
916.82439150983 402.8789343327929
802.7035648968783 802.2339932917931
489.81774552899225 294.9090273492635
705.9049819222834 1416.8084773803098
1505.2393760979842 687.0820655251792
407.57958755473413 890.0461649224691
306.07732401859784 1207.2520595781525
690.4405276195241 1403.565910442546
304.5502332540763 1197.5919697182326
1302.0629715258067 102.51731701381028
1292.9994683940174 96.85415325214763
1502.45758028416 709.4277646303917
483.7564047431947 291.6999933657677
1300.9765994750026 99.92752114367543
1080.0183047668138 991.8479530187367
899.0084096008834 417.4849392985534
391.9292787606859 892.7985811262436
273.7713948508203 1200.753637084823
697.1763541753627 1406.6437663497873
910.9642291489308 394.00893092934064
1205.8844955863335 1302.150097628677
493.64650380442356 301.60350441037235
703.8364312461953 1404.2920532036783
1205.9650717442817 1294.976314573597
1108.283560898339 998.8879920818288
903.634322527759 410.63383752617995
1104.4162851237145 998.9090820249667
1080.1429684745328 1009.0972072888038
1405.8674452026712 209.41878632006365
904.6030428414499 408.7148211914137
808.0751628522479 806.7307572639525
1504.189541235642 693.384419434041
824.0421859965599 791.7579212430926
402.19891393876145 892.6716158733443
812.4242146165845 800.5032501050176
1392.2738149023905 209.9083411280825
